%------------ grid5 label results
0.00443,1e-16,1,61,95,0
0.00443,1e-14,1,61,95,0
0.00443,1e-12,1,61,95,0
0.00443,1e-10,1,61,95,0
0.00443,1e-08,1,61,95,0
0.00443,1e-07,1,61,95,0
0.00443,1e-06,1,61,95,0
0.00443,1e-05,1,61,95,0
0.00443,0.0001,1,61,95,0
0.00443,0.001,1,59,96,0
0.00444,1e-16,1,94,61,0
0.00444,1e-14,1,61,94,0
0.00444,1e-12,1,61,94,0
0.00444,1e-10,1,61,94,0
0.00444,1e-08,1,61,94,0
0.00444,1e-07,1,61,94,0
0.00444,1e-06,1,61,94,0
0.00444,1e-05,1,61,94,0
0.00444,0.0001,1,61,95,0
0.00444,0.001,1,59,96,0
0.00445,1e-16,1,94,62,0
0.00445,1e-14,1,62,94,0
0.00445,1e-12,1,62,94,0
0.00445,1e-10,1,62,94,0
0.00445,1e-08,1,62,94,0
0.00445,1e-07,1,62,94,0
0.00445,1e-06,1,62,94,0
0.00445,1e-05,1,62,94,0
0.00445,0.0001,1,62,94,0
0.00445,0.001,1,60,95,0
0.00446,1e-16,1,93,63,0
0.00446,1e-14,1,63,93,0
0.00446,1e-12,1,63,93,0
0.00446,1e-10,1,63,93,0
0.00446,1e-08,1,63,93,0
0.00446,1e-07,1,63,93,0
0.00446,1e-06,1,63,93,0
0.00446,1e-05,1,63,93,0
0.00446,0.0001,1,62,93,0
0.00446,0.001,1,60,95,0
0.00447,1e-16,1,92,64,0
0.00447,1e-14,1,64,92,0
0.00447,1e-12,1,64,92,0
0.00447,1e-10,1,64,92,0
0.00447,1e-08,1,64,92,0
0.00447,1e-07,1,64,92,0
0.00447,1e-06,1,64,92,0
0.00447,1e-05,1,63,92,0
0.00447,0.0001,1,63,92,0
0.00447,0.001,1,61,94,0
0.00448,1e-16,1,91,64,0
0.00448,1e-14,1,64,91,0
0.00448,1e-12,1,64,91,0
0.00448,1e-10,1,64,91,0
0.00448,1e-08,1,64,91,0
0.00448,1e-07,1,64,91,0
0.00448,1e-06,1,64,91,0
0.00448,1e-05,1,64,91,0
0.00448,0.0001,1,64,91,0
